job_name,job_desc,item_name,description,qty,unitPrice,unitCost,costType,costCode,isTaxable
Job 2008,Staircases Siesta Key Bulding,Staircases,"Construction of two exterior pressure-treated wood staircases as per the architectural drawings TL250922 dated 09/30/25. Each staircase will include 2x12 PT stringers, 2x8 PT treads, 4x4 PT posts, Sim",,5374.6,3224.76,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Varnish application on stairs,,,735,441,Labor,Staircase,False
Job 2008,Staircases Siesta Key Bulding,Permits and Fees,,,525,315,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Air conditioning removal and relocation are not included,,,0,0,Equipment,Uncategorized,True
Job 2008,Staircases Siesta Key Bulding,Door Opening / Installation,"Opening and installation of two new exterior doors at the first-floor level where existing windows are currently located, reusing existing headers as indicated in plan A-1.0. New impact-rated exterior",,867,520.2,Labor,Doors & Windows,False
Job 2008,Staircases Siesta Key Bulding,Staircases,"Construction of two exterior pressure-treated wood staircases as per the architectural drawings TL250922 dated 09/30/25. Each staircase will include 2x12 PT stringers, 2x8 PT treads, 4x4 PT posts, Sim",,2303.4,1382.04,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Varnish application on stairs,,,315,189,Labor,Staircase,False
Job 2008,Staircases Siesta Key Bulding,Permits and Fees,,,225,135,Labor,Uncategorized,False
Job 2008,Staircases Siesta Key Bulding,Air conditioning removal and relocation are not included,,,0,0,Equipment,Uncategorized,True
Job 2009,"Demolition, Drywall Installation and More",Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Demolition – Drywall,"1- Remove ceiling and wall drywall
2- Bag debris
3- Load and haul",1,1795,1077,Labor,Demolition,False
Job 2009,"Demolition, Drywall Installation and More",Demo – Custom Bunk Bed w/ Staircase,"1- Cut apart
2- Remove fasteners
3- Load and haul",1,839.0000000000001,503.4,Labor,Staircase,False
Job 2009,"Demolition, Drywall Installation and More",Disposal & Dump Fees,,1,600,360,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Stud Cleaning,,1,725,435,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Mold Prevention Chemical Application,,1,970,582,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Equipment Rental (3 Days),2 Exhaust Fans + 1 HEPA Air Scrubber,1,1265,1012,Equipment,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Install New Drywall (Walls & Ceiling),"1- 1/2” drywall walls
2- 5/8” ceiling (if required)
3- Hang & fasten",1,2925,1755,Labor,Drywall,False
Job 2009,"Demolition, Drywall Installation and More","Tape, Mud, Smooth Finish (Level 4)",,1,1550,930,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Prime & Paint (2 Coats),Sherwin-Williams Superpaint,1,2190,1314,Labor,Painting,False
Job 2009,"Demolition, Drywall Installation and More",Final inspection,,,,,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Demolition – Drywall,"1- Remove ceiling and wall drywall
2- Bag debris
3- Load and haul",1,1795,1077,Labor,Demolition,False
Job 2009,"Demolition, Drywall Installation and More",Demo – Custom Bunk Bed w/ Staircase,"1- Cut apart
2- Remove fasteners
3- Load and haul",1,839.0000000000001,503.4,Labor,Staircase,False
Job 2009,"Demolition, Drywall Installation and More",Disposal & Dump Fees,,1,600,360,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Stud Cleaning,,1,725,435,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Mold Prevention Chemical Application,,1,970,582,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Equipment Rental (3 Days),2 Exhaust Fans + 1 HEPA Air Scrubber,1,1265,1012,Equipment,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Install New Drywall (Walls & Ceiling),"1- 1/2” drywall walls
2- 5/8” ceiling (if required)
3- Hang & fasten",1,2925,1755,Labor,Drywall,False
Job 2009,"Demolition, Drywall Installation and More","Tape, Mud, Smooth Finish (Level 4)",,1,1550,930,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Prime & Paint (2 Coats),Sherwin-Williams Superpaint,1,2190,1314,Labor,Painting,False
Job 2009,"Demolition, Drywall Installation and More",Demolition – Drywall,"1- Remove ceiling and wall drywall
2- Bag debris
3- Load and haul",,897.5,538.5,Labor,Demolition,False
Job 2009,"Demolition, Drywall Installation and More",Demo – Custom Bunk Bed w/ Staircase,"1- Cut apart
2- Remove fasteners
3- Load and haul",,419.5,251.7,Labor,Staircase,False
Job 2009,"Demolition, Drywall Installation and More",Disposal & Dump Fees,,,300,180,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Stud Cleaning,,,362.5,217.5,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Mold Prevention Chemical Application,,,485,291,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Equipment Rental (3 Days),2 Exhaust Fans + 1 HEPA Air Scrubber,,632.5,506,Equipment,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Install New Drywall (Walls & Ceiling),"1- 1/2” drywall walls
2- 5/8” ceiling (if required)
3- Hang & fasten",,1462.5,877.5,Labor,Drywall,False
Job 2009,"Demolition, Drywall Installation and More","Tape, Mud, Smooth Finish (Level 4)",,,775,465,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Prime & Paint (2 Coats),Sherwin-Williams Superpaint,,1095,657,Labor,Painting,False
Job 2009,"Demolition, Drywall Installation and More",Demolition – Drywall,"1- Remove ceiling and wall drywall
2- Bag debris
3- Load and haul",,897.5,538.5,Labor,Demolition,False
Job 2009,"Demolition, Drywall Installation and More",Demo – Custom Bunk Bed w/ Staircase,"1- Cut apart
2- Remove fasteners
3- Load and haul",,419.5,251.7,Labor,Staircase,False
Job 2009,"Demolition, Drywall Installation and More",Disposal & Dump Fees,,,300,180,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Stud Cleaning,,,362.5,217.5,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Mold Prevention Chemical Application,,,485,291,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Equipment Rental (3 Days),2 Exhaust Fans + 1 HEPA Air Scrubber,,632.5,506,Equipment,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Install New Drywall (Walls & Ceiling),"1- 1/2” drywall walls
2- 5/8” ceiling (if required)
3- Hang & fasten",,1462.5,877.5,Labor,Drywall,False
Job 2009,"Demolition, Drywall Installation and More","Tape, Mud, Smooth Finish (Level 4)",,,775,465,Labor,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Prime & Paint (2 Coats),Sherwin-Williams Superpaint,,1095,657,Labor,Painting,False
Job 2009,"Demolition, Drywall Installation and More",Materials The Home Depot,,,,,Materials,Uncategorized,False
Job 2009,"Demolition, Drywall Installation and More",Uncategorized Item,,,,86.9,Materials,Uncategorized,True
Job 2010,Closet Demot and Wainscoting Installation,Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2010,Closet Demot and Wainscoting Installation,Closet Demo / Wainscoting Installation,,1,1560,936,Labor,Demolition,False
Job 2010,Closet Demot and Wainscoting Installation,Final inspection,,,,,Labor,Uncategorized,False
Job 2010,Closet Demot and Wainscoting Installation,Closet Demo / Wainscoting Installation,,1,1560,936,Labor,Demolition,False
Job 2010,Closet Demot and Wainscoting Installation,Closet Demo / Wainscoting Installation,,,780,468,Labor,Demolition,False
Job 2010,Closet Demot and Wainscoting Installation,Closet Demo / Wainscoting Installation,,,780,468,Labor,Demolition,False
Job 2011,Interior Painting - Drywall Repair,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.
- We use Sherwin Williams Paint.",1,15800.000000000004,9480,Labor,Painting,False
Job 2011,Interior Painting - Drywall Repair,Drywall Repair,"- Repair the drywall on the column next to the stairs on the first floor.
- Repair the ceiling of the dining/living room, replace the drywall tapes if needed, and apply Killz oil-based primer.
- Repai",1,3890,2334,Labor,Drywall,False
Job 2011,Interior Painting - Drywall Repair,Final inspection,,,,,Labor,Uncategorized,False
Job 2011,Interior Painting - Drywall Repair,Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2011,Interior Painting - Drywall Repair,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.
- We use Sherwin Williams Paint.",1,15800.000000000004,9480,Labor,Painting,False
Job 2011,Interior Painting - Drywall Repair,Drywall Repair,"- Repair the drywall on the column next to the stairs on the first floor.
- Repair the ceiling of the dining/living room, replace the drywall tapes if needed, and apply Killz oil-based primer.
- Repai",1,3890,2334,Labor,Drywall,False
Job 2011,Interior Painting - Drywall Repair,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.
- We use Sherwin Williams Paint.",,7900,4740,Labor,Painting,False
Job 2011,Interior Painting - Drywall Repair,Drywall Repair,"- Repair the drywall on the column next to the stairs on the first floor.
- Repair the ceiling of the dining/living room, replace the drywall tapes if needed, and apply Killz oil-based primer.
- Repai",,1945,1167,Labor,Drywall,False
Job 2011,Interior Painting - Drywall Repair,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.
- We use Sherwin Williams Paint.",,7900,4740,Labor,Painting,False
Job 2011,Interior Painting - Drywall Repair,Drywall Repair,"- Repair the drywall on the column next to the stairs on the first floor.
- Repair the ceiling of the dining/living room, replace the drywall tapes if needed, and apply Killz oil-based primer.
- Repai",,1945,1167,Labor,Drywall,False
Job 2012,General Repairs,Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2012,General Repairs,Carpet replacement (2 rooms),- Remove & replace carpet + pad,1,1694.0000000000002,1016.4,Labor,Uncategorized,False
Job 2012,General Repairs,Replace hallway light fixture,- Material and Labor,1,250,150,Labor,Uncategorized,False
Job 2012,General Repairs,Final inspection,,,,,Labor,Uncategorized,False
Job 2012,General Repairs,Carpet replacement (2 rooms),- Remove & replace carpet + pad,1,1694.0000000000002,1016.4,Labor,Uncategorized,False
Job 2012,General Repairs,Replace hallway light fixture,- Material and Labor,1,250,150,Labor,Uncategorized,False
Job 2012,General Repairs,Carpet replacement (2 rooms),- Remove & replace carpet + pad,,847,508.2,Labor,Uncategorized,False
Job 2012,General Repairs,Replace hallway light fixture,- Material and Labor,,125,75,Labor,Uncategorized,False
Job 2012,General Repairs,Carpet replacement (2 rooms),- Remove & replace carpet + pad,,847,508.2,Labor,Uncategorized,False
Job 2012,General Repairs,Replace hallway light fixture,- Material and Labor,,125,75,Labor,Uncategorized,False
Job 2013,General Repairs,Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2013,General Repairs,Drywall Repair/ Painting Bedroom Wall,,1,650,390,Labor,Drywall,False
Job 2013,General Repairs,Final inspection,,,,,Labor,Uncategorized,False
Job 2013,General Repairs,Drywall Repair/ Painting Bedroom Wall,,1,650,390,Labor,Drywall,False
Job 2013,General Repairs,Drywall Repair/ Painting Bedroom Wall,,,325,195,Labor,Drywall,False
Job 2013,General Repairs,Drywall Repair/ Painting Bedroom Wall,,,325,195,Labor,Drywall,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Trim Out all Electrical for New Addition,"Trim Out all Electrical for New Addition
- Include 3 Exterior Lights and GFCI Outlet
with Cover.
- HVAC Disconnect and GFCI Outlet Per
NEC Code
- Smoke/Carbon Detectors
- 4 (4INCH) Wafer lights in eac",1,5845.500000000001,3507.3,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AFCI Circuit Breakers. Furnish and Install,"AFCI Circuit Breakers. Furnish and Install
- (8) 20amp AFCI
- (6) 15amp AFCI
- (1) 50 amp AFCI for Range
- (1) 30amp AFCI Water Heater",1,2322.0000000000005,1393.2,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AC Work - Goodman Unit,"Provide and Install Goodman unit
2.5 Ton 14.3 SEER2 Heat Pump System w/2.5 Ton A/H 5 KW Heat
Kit Relocate supplyBring up to code
Install all grills
Lower plenum for new air handler installation
Provid",1,13230.000000000004,7938,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Plumbing,"1-Replace the emergency shutoff valve for your plumbing fixture. 
2-Lower kitchen sink drain
3-Install a vacuum breaker
4-Strap water lines
5-Pressure test water lines
6-Install tub support
7-Install ",1,8746.500000000002,5247.9,Labor,Plumbing,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Final inspection,,,,,Labor,Uncategorized,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Trim Out all Electrical for New Addition,"Trim Out all Electrical for New Addition
- Include 3 Exterior Lights and GFCI Outlet
with Cover.
- HVAC Disconnect and GFCI Outlet Per
NEC Code
- Smoke/Carbon Detectors
- 4 (4INCH) Wafer lights in eac",1,5845.500000000001,3507.3,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AFCI Circuit Breakers. Furnish and Install,"AFCI Circuit Breakers. Furnish and Install
- (8) 20amp AFCI
- (6) 15amp AFCI
- (1) 50 amp AFCI for Range
- (1) 30amp AFCI Water Heater",1,2322.0000000000005,1393.2,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AC Work - Goodman Unit,"Provide and Install Goodman unit
2.5 Ton 14.3 SEER2 Heat Pump System w/2.5 Ton A/H 5 KW Heat
Kit Relocate supplyBring up to code
Install all grills
Lower plenum for new air handler installation
Provid",1,13230.000000000004,7938,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Plumbing,"1-Replace the emergency shutoff valve for your plumbing fixture. 
2-Lower kitchen sink drain
3-Install a vacuum breaker
4-Strap water lines
5-Pressure test water lines
6-Install tub support
7-Install ",1,8746.500000000002,5247.9,Labor,Plumbing,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Trim Out all Electrical for New Addition,"Trim Out all Electrical for New Addition
- Include 3 Exterior Lights and GFCI Outlet
with Cover.
- HVAC Disconnect and GFCI Outlet Per
NEC Code
- Smoke/Carbon Detectors
- 4 (4INCH) Wafer lights in eac",,2714.87,1628.92,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AFCI Circuit Breakers. Furnish and Install,"AFCI Circuit Breakers. Furnish and Install
- (8) 20amp AFCI
- (6) 15amp AFCI
- (1) 50 amp AFCI for Range
- (1) 30amp AFCI Water Heater",,1078.42,647.05,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AC Work - Goodman Unit,"Provide and Install Goodman unit
2.5 Ton 14.3 SEER2 Heat Pump System w/2.5 Ton A/H 5 KW Heat
Kit Relocate supplyBring up to code
Install all grills
Lower plenum for new air handler installation
Provid",,6144.51,3686.7,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Plumbing,"1-Replace the emergency shutoff valve for your plumbing fixture. 
2-Lower kitchen sink drain
3-Install a vacuum breaker
4-Strap water lines
5-Pressure test water lines
6-Install tub support
7-Install ",,4062.2,2437.33,Labor,Plumbing,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Trim Out all Electrical for New Addition,"Trim Out all Electrical for New Addition
- Include 3 Exterior Lights and GFCI Outlet
with Cover.
- HVAC Disconnect and GFCI Outlet Per
NEC Code
- Smoke/Carbon Detectors
- 4 (4INCH) Wafer lights in eac",,3130.63,1878.38,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AFCI Circuit Breakers. Furnish and Install,"AFCI Circuit Breakers. Furnish and Install
- (8) 20amp AFCI
- (6) 15amp AFCI
- (1) 50 amp AFCI for Range
- (1) 30amp AFCI Water Heater",,1243.58,746.15,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",AC Work - Goodman Unit,"Provide and Install Goodman unit
2.5 Ton 14.3 SEER2 Heat Pump System w/2.5 Ton A/H 5 KW Heat
Kit Relocate supplyBring up to code
Install all grills
Lower plenum for new air handler installation
Provid",,7085.49,4251.3,Labor,Electrical,False
Job 2014,"Electrical, A/C, Plumbing - Addition",Plumbing,"1-Replace the emergency shutoff valve for your plumbing fixture. 
2-Lower kitchen sink drain
3-Install a vacuum breaker
4-Strap water lines
5-Pressure test water lines
6-Install tub support
7-Install ",,4684.3,2810.57,Labor,Plumbing,False
Job 2015,Front Deck Construction,Inspection and evaluation labor,,,,,Labor,Uncategorized,False
Job 2015,Front Deck Construction,"New Deck - Material, Draws and Labor","- Processing of building permits with Sarasota County.
- Structural Framing
- Simpson Strong-Tie Hardware
- Premium Decking Installation
- Staircase Construction
- Flashing & Weatherization
- Debris R",1,7890.000000000002,4734,Labor,Decking,False
Job 2015,Front Deck Construction,Engineering Plans,,1,950,475,Subcontractor,Uncategorized,False
Job 2015,Front Deck Construction,Final inspection,,,,,Labor,Uncategorized,False
Job 2015,Front Deck Construction,"New Deck - Material, Draws and Labor","- Processing of building permits with Sarasota County.
- Structural Framing
- Simpson Strong-Tie Hardware
- Premium Decking Installation
- Staircase Construction
- Flashing & Weatherization
- Debris R",1,7890.000000000002,4734,Labor,Decking,False
Job 2015,Front Deck Construction,Engineering Plans,,1,950,475,Subcontractor,Uncategorized,False
Job 2017,,Test Signature,,1,1.6666666666666667,1,Labor,Uncategorized,False
Job 2017,,Test Signature,,1,1.6666666666666667,1,Labor,Uncategorized,False
Job 2018,General Repair,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2018,General Repair,Repair Arch in the Lanai,,1,890.0000000000002,534,Labor,Uncategorized,False
Job 2018,General Repair,Final inspection,,,,,Labor,Foundation,False
Job 2018,General Repair,Repair Arch in the Lanai,,1,890.0000000000002,534,Labor,Uncategorized,False
Job 2018,General Repair,Repair Arch in the Lanai,,,890,534,Labor,Uncategorized,False
Job 2019,Full Remodeling / Roof Replacement,Inspection and evaluation labor,,,,,Labor,Foundation,False
Job 2019,Full Remodeling / Roof Replacement,Synthetic Shingle Roof Replacement,"• Pull required roofing permits with the local building department as
As well as file NOC with the county clerk.
• Tear off the existing roof down to the decking.
• Inspect and replace any damaged or ",1,19780.000000000004,11868,Labor,Roofing,False
Job 2019,Full Remodeling / Roof Replacement,Remover Popcorn Texture,"- Remove Popcorn texture.
- Fix the ceilings after removing the texture to leave the ceilings flat.",1,3964.0000000000005,2378.4,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Kitchen Cabinets / Laundry Cabinets / Bathroom Cabinets,"- Remove all old cabinets from the kitchen, laundry, master bathroom and guest bathroom.
- Install new cabinets.
- White Shacker Cabinets.
- Material and labor Included",1,17890,10734,Labor,Cabinetry,False
Job 2019,Full Remodeling / Roof Replacement,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.",1,7799.999999999999,4680,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Exterior Full Painting,,1,6300,3780,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Kitchen Countertops / Bathrooms Countertops / Laundry Countertop,"Stone - Sharifstone Carrara Sharif
4"" Splash
Fabrication
Finished Edge - Eased
1 - 30"" Undermount Sink Cutout
1 - 21"" Undermount Sink Cutout
3 - 18"" Undermount Sink Cutout
1 Sink - E-TS-L2318
3 Sink -",1,10680.5,6408.3,Labor,Cabinetry,False
Job 2019,Full Remodeling / Roof Replacement,Lanai Reescreen and Screen door Replacement,,1,1790,1074,Labor,Patio Screen,False
Job 2019,Full Remodeling / Roof Replacement,Replace Front Door - Impact door,"- Front door 50 x 80
- Handleset
- Material and Labor",1,2970,1782,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Clean A/C Ducts and vents,,1,390,234,Labor,Uncategorized,False
Job 2019,Full Remodeling / Roof Replacement,Remove Blinds,,1,450,270,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Demo Drop Ceilings Kitchen and leave flat,- Material and Labor,1,1730.0000000000005,1038,Labor,Demolition,False
Job 2019,Full Remodeling / Roof Replacement,"Grind Lanai floor, repair, level and apply cement, and painting",- Material and Labor,1,1980.0000000000005,1188,Labor,Patio Screen,False
Job 2019,Full Remodeling / Roof Replacement,Remove and Install new Shelves inside Master Bedroom,- Material and Labor,1,850,510,Labor,Miscellaneous,False
Job 2019,Full Remodeling / Roof Replacement,Replace the Door Between garage and Laundry,- Material and Labor,1,790,474,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Remove all Blinds,,1,400,240,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,LVP Floor Installation,"- Remove flooring.
- Prep the floor and leveling if needed
- Material and Flooring Included",1800,6.499999999999999,3.9,Labor,Flooring,False
Job 2019,Full Remodeling / Roof Replacement,Baseboard Molding Installation,Material and Labor,500,6,3.6,Labor,Flooring,False
Job 2019,Full Remodeling / Roof Replacement,Electrical,,1,2450.0000000000005,1470,Labor,Electrical,False
Job 2019,Full Remodeling / Roof Replacement,Fan Replacement,,3,350,210,Labor,Uncategorized,False
Job 2019,Full Remodeling / Roof Replacement,New Vanity Lights Bathrooms,- Labor and Material,3,430.0000000000001,258,Labor,Electrical,False
Job 2019,Full Remodeling / Roof Replacement,Drywall Repairs - Different rooms,,1,2000,1200,Labor,Drywall,False
Job 2019,Full Remodeling / Roof Replacement,Bathroom Mirrors,,4,250,150,Labor,Miscellaneous,False
Job 2019,Full Remodeling / Roof Replacement,Guest Bathroom - Tub and Tile Replacement,"- Demo the tiles on the walls inside shower area.
- Remove the tub, valve and shower head.
- Install new Durocks
- Install new tile.
- Install new tube and drain
- Install new Shower head.",1,6800,4080,Labor,Miscellaneous,False
Job 2019,Full Remodeling / Roof Replacement,Plumbing,"- Install new valves in the bathroom Vanitys.
- Install New Valves to the kitchen sink.
- Install new Garbage Disposal in the KItchen.
- Install new Faucets",1,3690,2214,Labor,Plumbing,False
Job 2019,Full Remodeling / Roof Replacement,Install new Blinds,"- Sliding doors and Windows
- Material and Labor.",15,190,114,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Permits and Fees,,1,1700,1020,Labor,Planning,False
Job 2019,Full Remodeling / Roof Replacement,Repaint all Exterior Windows and Sliding door Framings,,20,250,150,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Repaint all Exterior Windows and Sliding door Framings,"- Prune the trees and plants around the house, and mow the lawn.
- Install bags of mulch.",1,950,570,Labor,Landscaping,False
Job 2019,Full Remodeling / Roof Replacement,Ampliances,"- Frigidaire  - 1.8-cu ft Over-the-Range Microwave ( White )
- Frigidaire -  24-in Front Control Built-in Dishwasher ( White ) , 62-Decibel
- Frigidaire - 30-in Glass Top 5-burner 5.3-cu ft Freestandi",1,2250.0084616686413,1329.53,Materials,Appliances,False
Job 2019,Full Remodeling / Roof Replacement,Dumpster Disposal,,2,550,440,Equipment,Uncategorized,False
Job 2019,Full Remodeling / Roof Replacement,Replace side Exterior Door,"- Steel side door 
- Material and labor",1,980,588,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Final inspection,,,,,Labor,Foundation,False
Job 2019,Full Remodeling / Roof Replacement,Synthetic Shingle Roof Replacement,"• Pull required roofing permits with the local building department as
As well as file NOC with the county clerk.
• Tear off the existing roof down to the decking.
• Inspect and replace any damaged or ",1,19780.000000000004,11868,Labor,Roofing,False
Job 2019,Full Remodeling / Roof Replacement,Remover Popcorn Texture,"- Remove Popcorn texture.
- Fix the ceilings after removing the texture to leave the ceilings flat.",1,3964.0000000000005,2378.4,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Kitchen Cabinets / Laundry Cabinets / Bathroom Cabinets,"- Remove all old cabinets from the kitchen, laundry, master bathroom and guest bathroom.
- Install new cabinets.
- White Shacker Cabinets.
- Material and labor Included",1,17890,10734,Labor,Cabinetry,False
Job 2019,Full Remodeling / Roof Replacement,Interior Painting - Full Painting,"- Preparation, masking, filling cracks and holes, and caulking gaps.
- Painting ceilings, walls, trim, doors, and baseboards.",1,7799.999999999999,4680,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Exterior Full Painting,,1,6300,3780,Labor,Painting,False
Job 2019,Full Remodeling / Roof Replacement,Kitchen Countertops / Bathrooms Countertops / Laundry Countertop,"Stone - Sharifstone Carrara Sharif
4"" Splash
Fabrication
Finished Edge - Eased
1 - 30"" Undermount Sink Cutout
1 - 21"" Undermount Sink Cutout
3 - 18"" Undermount Sink Cutout
1 Sink - E-TS-L2318
3 Sink -",1,10680.5,6408.3,Labor,Cabinetry,False
Job 2019,Full Remodeling / Roof Replacement,Lanai Reescreen and Screen door Replacement,,1,1790,1074,Labor,Patio Screen,False
Job 2019,Full Remodeling / Roof Replacement,Replace Front Door - Impact door,"- Front door 50 x 80
- Handleset
- Material and Labor",1,2970,1782,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Replace side Exterior Door,"- Steel side door 
- Material and labor",1,980,588,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Clean A/C Ducts and vents,,1,390,234,Labor,Uncategorized,False
Job 2019,Full Remodeling / Roof Replacement,Remove Blinds,,1,450,270,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Demo Drop Ceilings Kitchen and leave flat,- Material and Labor,1,1730.0000000000005,1038,Labor,Demolition,False
Job 2019,Full Remodeling / Roof Replacement,"Grind Lanai floor, repair, level and apply cement, and painting",- Material and Labor,1,1980.0000000000005,1188,Labor,Patio Screen,False
Job 2019,Full Remodeling / Roof Replacement,Remove and Install new Shelves inside Master Bedroom,- Material and Labor,1,850,510,Labor,Miscellaneous,False
Job 2019,Full Remodeling / Roof Replacement,Replace the Door Between garage and Laundry,- Material and Labor,1,790,474,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,Remove all Blinds,,1,400,240,Labor,Doors & Windows,False
Job 2019,Full Remodeling / Roof Replacement,LVP Floor Installation,"- Remove flooring.
- Prep the floor and leveling if needed
- Material and Flooring Included",1800,6.499999999999999,3.9,Labor,Flooring,False
Job 2019,Full Remodeling / Roof Replacement,Baseboard Molding Installation,Material and Labor,500,6,3.6,Labor,Flooring,False
Job 2019,Full Remodeling / Roof Replacement,Electrical,,1,2450.0000000000005,1470,Labor,Electrical,False
Job 2019,Full Remodeling / Roof Replacement,Fan Replacement,,3,350,210,Labor,Uncategorized,False
Job 2019,Full Remodeling / Roof Replacement,New Vanity Lights Bathrooms,- Labor and Material,3,430.0000000000001,258,Labor,Electrical,False
Job 2019,Full Remodeling / Roof Replacement,Drywall Repairs - Different rooms,,1,2000,1200,Labor,Drywall,False
Job 2019,Full Remodeling / Roof Replacement,Bathroom Mirrors,,4,250,150,Labor,Miscellaneous,False
Job 2019,Full Remodeling / Roof Replacement,Guest Bathroom - Tub and Tile Replacement,"- Demo the tiles on the walls inside shower area.
- Remove the tub, valve and shower head.
- Install new Durocks
- Install new tile.
- Install new tube and drain
- Install new Shower head.",1,6800,4080,Labor,Miscellaneous,False
Job 2019,Full Remodeling / Roof Replacement,Plumbing,"- Install new valves in the bathroom Vanitys.
- Install New Valves to the kitchen sink.
- Install new Garbage Disposal in the KItchen.
- Install new Faucets",1,3690,2214,Labor,Plumbing,False
Job 2019,Full Remodeling / Roof Replacement,Install new Blinds,"- Sliding doors and Windows
- Material and Labor.",15,190,114,Labor,Doors & Windows,False
